@relation train_data_smooth_oneColumn

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute AccX21 numeric
@attribute AccY21 numeric
@attribute AccZ21 numeric
@attribute GyrX21 numeric
@attribute GyrY21 numeric
@attribute GyrZ21 numeric
@attribute AccX22 numeric
@attribute AccY22 numeric
@attribute AccZ22 numeric
@attribute GyrX22 numeric
@attribute GyrY22 numeric
@attribute GyrZ22 numeric
@attribute AccX23 numeric
@attribute AccY23 numeric
@attribute AccZ23 numeric
@attribute GyrX23 numeric
@attribute GyrY23 numeric
@attribute GyrZ23 numeric
@attribute AccX24 numeric
@attribute AccY24 numeric
@attribute AccZ24 numeric
@attribute GyrX24 numeric
@attribute GyrY24 numeric
@attribute GyrZ24 numeric
@attribute AccX25 numeric
@attribute AccY25 numeric
@attribute AccZ25 numeric
@attribute GyrX25 numeric
@attribute GyrY25 numeric
@attribute GyrZ25 numeric
@attribute AccX26 numeric
@attribute AccY26 numeric
@attribute AccZ26 numeric
@attribute GyrX26 numeric
@attribute GyrY26 numeric
@attribute GyrZ26 numeric
@attribute AccX27 numeric
@attribute AccY27 numeric
@attribute AccZ27 numeric
@attribute GyrX27 numeric
@attribute GyrY27 numeric
@attribute GyrZ27 numeric
@attribute AccX28 numeric
@attribute AccY28 numeric
@attribute AccZ28 numeric
@attribute GyrX28 numeric
@attribute GyrY28 numeric
@attribute GyrZ28 numeric
@attribute AccX29 numeric
@attribute AccY29 numeric
@attribute AccZ29 numeric
@attribute GyrX29 numeric
@attribute GyrY29 numeric
@attribute GyrZ29 numeric
@attribute AccX30 numeric
@attribute AccY30 numeric
@attribute AccZ30 numeric
@attribute GyrX30 numeric
@attribute GyrY30 numeric
@attribute GyrZ30 numeric
@attribute Label {down,up,left,right,rotate_left,rotate_right}

@data
-688,266,807,-90182,-664878,157256,-454,73,773,62043,-119696,33994,-346,65,411,11647,-20671,10549,-244,38,343,6022,5213,-899,-131,6,256,-1463,40780,-10304,60,-38,35,20183,197341,-37902,157,-15,-204,-17524,111804,-21292,191,-36,-214,-683,67561,-13219,184,-38,-286,-2451,29585,-4195,135,-26,-291,-1439,-29841,8878,69,-17,-210,-3134,-64634,8354,27,-24,-115,-7524,-64902,7768,20,-11,-35,-5756,-55756,6829,12,1,1,-3024,-34073,5159,-7,13,21,2732,-10524,1586,8,-6,5,1439,171,-2024,-2,0,-1,659,1122,-500,-2,0,-6,37,49,-232,-4,0,6,1256,-341,-280,5,-2,7,475,-756,-415,0,0,-3,-463,24,134,-4,4,3,-305,-463,402,1,1,2,-403,439,183,7,-3,-3,-366,317,-207,-6,4,1,-403,73,488,2,-2,0,-220,219,-243,3,0,-1,-134,-159,244,-4,2,1,-86,37,86,-4,1,-1,-524,305,159,3,-2,0,134,244,-341,rotate_left
-674,381,598,-155548,-727865,180365,-529,115,752,44055,-177165,66403,-369,73,457,16667,-26748,16464,-223,56,370,4558,8948,-1143,-129,35,258,1183,41439,-8487,64,-47,68,33988,207865,-46780,184,-30,-217,-8549,138939,-35902,221,-44,-248,-2890,65195,-17073,176,-53,-317,-1756,22756,-2488,116,-37,-282,-1415,-31305,8914,70,-31,-198,-3988,-64549,11500,27,-17,-92,-9122,-69500,9756,-3,0,-30,-7244,-49902,7378,5,5,9,-2561,-30366,3220,15,-1,17,232,-10683,-329,-4,0,5,1354,2110,-622,-1,-4,1,-12,1207,-402,1,-4,-2,256,513,-317,-3,1,6,890,378,0,-1,0,1,-147,854,-146,3,0,-2,-415,354,-219,0,2,1,-73,415,73,1,0,-4,-208,488,-61,0,-1,0,-49,-122,-110,-1,-1,0,293,-683,-98,4,-3,2,-61,-37,-110,3,0,1,293,-159,73,-1,1,5,232,-134,463,0,-1,0,-36,414,293,-1,1,-3,147,951,110,rotate_left
-516,307,666,-126890,-604512,141219,-355,129,746,3018,-247165,63201,-302,83,471,12845,-46118,14309,-239,70,338,3948,-5168,1845,-164,51,276,-1268,20621,-5634,7,-25,91,25183,166487,-39487,86,-20,-105,5341,154109,-34743,162,-35,-181,2853,83536,-15890,191,-48,-217,6329,50731,-8232,162,-49,-262,5695,6585,366,99,-46,-222,-463,-39622,10731,63,-32,-177,-5158,-57341,9719,20,-13,-87,-9500,-57975,7939,-2,-5,-30,-8134,-48000,8536,9,0,1,-5537,-30243,6744,2,14,17,2451,-5353,-683,-4,0,4,524,3622,-1866,1,-7,-1,-2744,1902,146,9,-2,-5,-3476,2122,-24,-4,2,-2,-720,3390,232,-4,1,-11,-3329,-1378,2634,3,1,-9,-1488,-2365,1025,2,9,2,2207,134,-1122,-3,6,-1,2170,-1085,-2049,2,-2,-3,1232,-731,-2122,7,-4,6,890,-621,-1171,-1,4,7,-1256,-390,1378,-1,1,-1,-1756,-646,878,-2,-2,-8,-317,-439,171,-2,1,3,732,-439,378,rotate_left
-601,311,611,-168231,-702195,107743,-648,83,713,30366,-198110,64756,-398,69,444,14451,-39695,14248,-277,45,346,5747,1936,2241,-154,11,267,232,33366,-6329,27,-45,69,37781,210268,-27219,220,-15,-140,-1439,148256,-29537,226,-36,-179,-1975,75793,-11939,223,-37,-273,-3061,34610,-2647,147,-13,-283,-1036,-11426,6402,76,-11,-216,-9317,-68036,8768,43,-19,-147,-10073,-69426,3170,12,-6,-93,-7524,-53426,3805,-1,2,-13,-1610,-36865,366,10,2,10,512,-21890,-159,17,-4,23,4415,-2707,-2768,-6,2,-4,-1439,293,927,2,-1,0,13,1097,-317,-2,-1,7,-1097,-476,975,-1,4,2,-890,-1061,354,4,-2,-3,-341,439,-207,5,2,6,171,36,-244,-1,6,6,244,97,451,0,-2,-4,329,3402,-158,-3,0,5,841,1500,-12,-6,5,5,622,732,-73,1,-4,-2,-439,257,-268,3,-3,-3,-109,391,-524,-3,5,4,49,-2316,-36,5,-2,-4,-280,-182,-451,rotate_left
-475,-62,827,68353,-389695,27317,-297,-18,749,59786,-97135,4208,-238,-29,437,-10590,-66524,-8740,-184,-11,329,-12012,-41311,-3613,-194,20,242,-4268,-3585,1037,-71,29,77,-16512,78500,-7500,-36,20,-45,-26122,47951,-2585,22,18,-10,12512,88695,3878,79,16,-71,15414,90146,3390,168,-14,-114,11768,60865,-1122,136,-5,-163,10609,49817,1476,148,-14,-220,5293,24512,-951,121,-8,-248,-5585,-29037,659,61,-11,-189,-6171,-51707,659,19,-6,-128,-8073,-56670,695,35,-18,-77,-6475,-48597,-280,-2,1,-36,-3853,-33329,2793,-1,2,-4,-695,-19634,683,7,-1,-5,256,-5414,-988,-1,-2,2,658,-1110,-73,-7,3,-2,-1622,-2597,1402,4,0,4,865,-609,-525,-4,2,5,378,-158,97,-4,2,2,49,-171,207,5,-1,2,-37,232,-49,-5,5,5,451,585,61,6,-7,-2,-110,549,-403,2,0,-1,183,268,183,-4,1,5,597,305,0,2,-2,-4,-122,610,-512,rotate_left
-347,79,782,25060,-207317,11036,-332,77,584,-28903,-186799,-2988,-201,-6,453,-22073,-112195,-6626,-239,38,322,-2729,-29771,5884,-235,43,242,-366,-6915,4183,-163,21,88,-3902,46110,-183,-40,-5,18,12512,91402,-1219,0,18,-30,18744,113658,525,109,-13,-58,8488,74182,-4841,181,-27,-72,6061,53146,-4110,209,-27,-126,1585,33475,-3402,152,-15,-166,2036,11793,390,115,-11,-183,-5061,-24219,1915,87,-20,-169,-7573,-38829,-1329,53,-13,-150,-6658,-39268,280,19,-5,-92,-3280,-34414,1841,16,-7,-68,-3549,-24780,2256,8,-3,-39,-476,-18890,1390,-6,4,-16,500,-10670,1963,3,-2,-2,939,-6585,-146,6,-5,-10,756,-3817,37,3,1,0,743,-3914,463,1,0,-2,219,-3731,951,-2,4,5,805,-1902,1085,-4,3,0,49,-853,426,-5,4,2,-73,0,-342,-2,1,2,-24,-280,-610,-3,4,1,0,-134,-561,3,-1,1,207,634,-1536,3,0,3,377,171,-207,rotate_left
-583,54,778,-17682,-486219,59573,-461,57,656,28019,-163019,14177,-306,9,417,3374,-65305,-3516,-279,24,287,-1433,-18568,3369,-218,21,234,-49,-2476,512,-80,-2,105,3268,116670,-14122,58,-21,-49,-9841,120207,-9853,99,6,-83,2695,97890,2281,178,-13,-98,2719,56073,-3975,186,-11,-135,3878,40329,-3171,180,-4,-197,5561,7000,-1036,126,-11,-197,-1854,-36451,1927,83,-22,-150,-3122,-47622,-780,34,-8,-121,-976,-33366,1939,24,-16,-94,-5390,-35670,3451,12,-8,-57,-4878,-23341,2963,-1,5,-6,-890,-18219,2500,0,5,-6,-3000,-11780,914,11,-5,-4,-2012,-8804,-647,5,2,3,769,-2244,-769,2,0,-2,-1231,-2927,207,0,-1,-3,1439,341,-720,-5,0,-4,1524,914,-463,0,0,-4,1341,1487,-256,-1,-1,-2,525,536,-183,-1,0,4,573,-219,-25,0,-2,0,-147,-512,256,4,1,-2,-524,-37,512,-2,2,2,-549,-366,890,1,2,-6,-305,476,268,rotate_left
-480,117,640,-152134,-666097,87682,-590,89,730,68963,-108842,48689,-349,23,414,15569,-27988,4593,-251,27,312,3567,-2180,2759,-173,15,225,-244,15487,-1219,-16,-24,98,35695,173902,-20122,147,-24,-110,-21427,92707,-17646,158,-6,-98,-3817,59353,-1817,175,-13,-144,-756,34915,-2890,168,-13,-178,2037,11598,293,119,-3,-195,-2549,-20170,1476,82,-8,-168,-3036,-31597,-2353,49,-7,-152,-5012,-34048,-1329,23,-8,-115,-3109,-31426,1414,6,-1,-44,-3146,-30804,1743,-6,6,-31,-3549,-22366,1451,5,3,-7,-3378,-19683,597,5,4,12,-512,-9268,-73,1,4,11,414,-2780,-756,0,1,-5,1329,3098,-1244,1,-1,4,853,890,-366,1,-2,-3,304,1354,-97,-3,-3,-9,353,329,12,2,-3,5,1048,-110,-281,0,-1,4,121,-244,280,-2,-1,1,231,195,-86,4,-1,-2,365,-73,-293,-1,1,-2,109,-195,122,2,1,-8,73,451,-61,-1,2,3,341,-244,390,rotate_left
-693,259,450,-89512,-485731,33475,-181,-71,628,-11067,-287561,-17409,-291,8,415,8923,-55203,13293,-261,34,275,-427,-13232,8613,-207,15,214,841,2439,1671,-9,-56,149,19414,114353,-8987,-41,32,-47,10000,159951,8415,94,-2,-80,195,78865,-6146,166,-36,-69,219,43939,-10232,193,-22,-128,2463,34012,-2951,131,1,-179,3073,10049,2036,104,-11,-163,-4768,-28866,-1391,84,-15,-135,-3866,-33256,-3329,35,4,-132,37,-24012,4353,16,1,-68,-3683,-33231,1268,16,-1,-48,-5792,-25133,841,6,6,-28,-1390,-15353,37,-3,7,-23,-2500,-11451,1134,9,-1,-7,-159,-8670,-1597,-5,4,-7,-24,-2805,-134,-2,1,0,890,-1402,-1183,6,-3,-4,488,439,-671,1,1,2,1073,98,12,-2,2,-2,24,-292,585,1,0,1,207,-402,85,2,4,-3,73,-1036,488,1,3,1,24,-927,281,0,0,-4,-171,-878,-24,-3,4,3,110,-281,-146,0,2,-4,573,597,-426,rotate_left
-609,190,707,-87378,-581524,43963,-509,23,645,6037,-217165,17134,-344,5,413,8069,-46220,3171,-261,24,285,1159,-13171,2317,-205,21,216,1097,6280,1012,-36,-44,80,21134,145304,-7695,88,-6,-54,2341,128975,-4610,116,10,-79,-4098,65426,-1159,154,-18,-71,-4927,35829,-2988,168,-10,-82,-1464,21975,-1366,138,13,-139,-2488,-2207,-2403,107,-4,-131,1390,-18524,-2366,73,-8,-108,2939,-17414,-488,56,-3,-122,2219,-11597,390,45,-15,-118,-2561,-19109,-269,15,-3,-78,-1719,-19694,780,16,-2,-71,-7012,-21707,-244,18,-5,-56,-4000,-19926,-62,0,2,-37,1024,-13829,914,-6,3,-16,2561,-9536,561,3,-5,1,439,-7621,573,-2,1,2,305,-2329,281,5,-2,-4,-646,-914,-97,1,0,5,-134,-451,280,-2,-1,0,-537,159,256,5,1,-3,-366,232,207,-7,5,-3,207,37,573,-7,2,0,853,439,183,1,-4,-4,476,208,-329,0,4,3,609,49,85,rotate_left
-744,230,592,-54268,-489878,58048,-361,1,550,23445,-207348,-3964,-305,-21,422,16057,-67257,2358,-285,16,285,1113,-15138,5473,-217,10,224,683,5780,2195,-20,-57,105,12354,132036,-11134,32,-4,-25,-6098,138475,4683,118,14,-106,-8780,91841,1256,196,-7,-130,634,63573,-3963,208,-4,-181,1561,36561,-2963,169,10,-217,2231,1,-2134,105,5,-219,-4951,-43329,-3805,63,-5,-162,-964,-48999,-3622,29,-6,-115,-3354,-52646,-146,12,-6,-56,-2854,-42951,354,5,-2,-18,-4086,-34012,866,6,-4,10,1146,-12232,317,-1,3,-4,-268,-1903,683,2,-5,-1,1670,1012,-817,1,-4,2,646,403,-61,-4,0,0,232,-329,390,-1,-1,1,-49,-110,207,0,0,6,0,-951,61,0,2,2,-549,842,-268,2,-1,-9,73,171,24,-1,1,-4,183,-268,342,-2,-1,-4,537,-122,98,6,-4,-3,647,86,61,1,-1,0,647,-1036,805,-5,1,3,-231,-61,366,rotate_left
-469,172,664,-113414,-617561,60182,-563,71,656,33872,-178872,47469,-278,16,444,16525,-42866,-691,-258,32,288,-122,-9635,3475,-204,26,230,488,6219,1780,-44,-32,106,22610,149878,-14817,120,-16,-62,-11366,120402,-18366,110,0,-82,-6024,74902,2061,177,-10,-115,902,52854,-2683,184,-9,-151,3220,34061,-3402,138,6,-195,646,171,61,106,-6,-170,-4036,-36561,-2219,57,-4,-170,-6744,-44402,-2024,27,-9,-98,-1293,-41670,-1085,29,-17,-63,-3829,-37329,500,-2,0,-27,-1171,-26146,2976,0,-1,-19,1500,-12085,1232,3,-1,-5,3548,-4841,-121,3,-2,3,1634,-3414,830,-9,4,2,122,-3317,891,4,-6,1,244,-927,-512,-5,2,3,-232,-1244,439,-1,-4,5,-549,-927,-366,2,0,-1,-1024,-780,-244,-1,1,0,-256,-61,73,0,2,-2,-12,500,-85,4,-4,3,647,1170,-146,0,1,2,122,1207,695,1,-1,-4,98,1012,256,2,0,-4,208,548,97,rotate_left
-548,239,647,-115304,-555061,38231,-501,65,620,854,-206769,27683,-336,46,389,8191,-35752,9878,-223,32,288,3765,-1754,2592,-148,14,226,1878,19768,-573,12,-37,72,27878,155804,-8158,129,-8,-94,3598,129487,-9110,160,-13,-109,-1158,66085,-6451,163,-13,-159,-1280,38658,-4573,154,-12,-193,-2134,207,-2171,92,-3,-182,-4463,-33048,-805,76,-19,-139,-3890,-42524,-3171,41,-13,-111,-3451,-42634,85,14,-11,-59,-1463,-36500,2037,-3,-1,-22,0,-19756,2159,8,-4,-7,-341,-11829,951,-3,6,0,171,-3963,1061,5,-3,-1,-805,-1817,110,2,-2,-2,-159,122,280,-9,3,3,49,-597,780,-2,-3,-4,36,598,-244,2,-5,-6,-451,-549,61,-4,3,-4,427,-475,451,2,-1,0,-12,-1170,-73,5,-3,-4,414,-12,-86,2,0,2,-37,-902,634,-3,1,1,207,-195,134,1,0,1,0,-110,-158,-6,3,-5,-292,110,220,5,-3,-3,-109,-110,-427,rotate_left
-725,62,713,-31524,-587317,32926,-535,-11,762,48445,-126616,24359,-336,30,351,-549,-23151,5162,-254,25,267,1204,7256,4161,-144,-12,217,-2890,27841,-1268,38,-8,30,4293,171499,-4744,157,20,-174,-17159,108329,-8158,171,2,-135,2829,64731,-3561,196,-7,-197,1329,37988,-6475,135,21,-232,3122,-9976,171,97,2,-181,-707,-52829,-1146,54,-17,-128,-2744,-58939,-2305,33,-21,-77,-3292,-51817,268,2,-9,-27,-2890,-43207,3487,4,-3,3,-305,-17610,1536,4,-1,-1,2768,-403,-293,-3,7,-15,817,2353,1085,-5,2,-13,1573,2097,73,5,-2,5,1378,-415,-122,2,0,3,-12,426,317,1,1,-3,-354,-256,24,2,2,4,-390,-1012,-12,-1,3,3,-951,-537,232,-3,2,-11,-1048,146,-146,2,-3,-4,37,-366,-622,1,-1,1,378,-353,-256,2,-4,-1,744,659,-671,0,0,1,-12,-549,73,-1,0,6,573,707,-49,-1,2,-3,-305,25,97,rotate_left
-466,-29,826,-59268,-611585,-16097,-438,-42,849,37134,-166311,20458,-334,9,351,-8882,-32521,6931,-261,27,279,-76,1463,6250,-150,-21,235,-2183,20243,-524,-30,4,29,14341,179926,6171,110,24,-192,-12866,125524,-8158,179,-1,-128,9402,69146,-7207,204,-28,-183,6195,29975,-6878,148,15,-215,1305,-7280,244,120,-4,-177,-3598,-53573,-2683,62,-13,-129,-1976,-57317,-159,21,-13,-60,-3915,-50170,2805,4,-3,-20,-6268,-30488,2097,1,-2,0,720,-12890,183,-2,0,0,1683,-3012,-146,-1,0,-1,305,-1975,73,1,-3,-4,427,1329,25,-4,2,2,342,-475,-61,0,3,-1,12,-122,208,2,0,-6,-792,-1378,0,0,1,3,12,-97,122,4,2,-3,-439,-280,-341,3,1,-5,-439,-207,842,-1,0,-6,49,49,537,1,2,1,207,476,634,-1,2,-12,-171,390,512,-9,10,4,768,-732,719,0,-1,-7,231,183,-1097,-1,-1,2,487,-146,-768,rotate_left
-271,25,813,-136707,-691585,13475,-532,20,672,28384,-128323,41372,-347,29,326,569,-39309,12256,-268,32,294,2927,-8903,7104,-189,6,234,-122,14658,122,-59,-12,35,26525,187987,-6170,125,15,-125,-7183,115670,-15512,167,2,-105,5220,82658,-8512,208,-29,-217,-451,46634,-10012,191,0,-247,-3975,6854,-2646,118,-4,-207,-854,-40658,2610,88,-31,-168,-5232,-60744,-500,47,-28,-103,-4549,-57146,2073,2,4,-24,-1561,-39439,5817,-6,-4,3,4049,-22048,3341,-1,9,5,2512,-8890,1378,-4,13,4,293,-3585,744,-9,9,4,-158,-1451,-476,1,0,-11,-317,793,-1268,3,-1,-4,-85,1610,-707,-2,2,-10,-1707,-293,-402,3,-2,5,427,573,-902,3,0,-13,-695,219,-353,0,7,-2,549,402,98,-2,1,-6,561,-208,61,-1,2,-3,732,-98,-36,4,0,-9,403,427,-195,2,2,-7,817,1061,537,2,-6,-5,403,-329,256,0,4,-5,513,219,415,rotate_left
-500,-89,1166,-41280,-528109,57195,-334,-8,695,33232,-86067,17104,-294,21,419,9106,-35590,14898,-230,12,299,-747,-7775,3461,-167,7,226,-3073,12061,-524,-19,6,-8,6854,139890,-13780,68,3,-82,-14866,79853,-7646,136,-3,-96,-2658,74097,-6476,171,2,-153,3317,61792,-3451,160,5,-184,6122,27951,-1183,128,9,-218,1781,-13110,-756,71,1,-189,122,-46500,586,43,-9,-147,-3500,-53975,-2658,20,-11,-80,-4610,-58621,805,11,-8,-22,-4244,-42585,1780,-8,4,5,-2171,-22768,3171,-6,0,3,-98,-122,-61,-3,1,2,1110,1610,-378,-7,3,6,1085,268,-500,0,-2,-7,402,671,-1061,0,0,1,854,-269,-732,6,-1,0,415,-342,-610,6,-1,7,-732,-1659,-244,3,-1,9,512,1463,-134,0,-3,2,-49,1244,609,6,-2,1,207,1049,85,1,0,6,439,817,548,-6,2,-9,-1025,366,609,1,1,-13,-25,1256,-122,0,4,-1,695,390,-49,rotate_left
-454,57,737,-165060,-653719,27926,-384,18,670,14055,-121647,25701,-302,27,372,2602,-24878,14573,-239,41,292,2851,2241,5976,-135,2,233,-439,19914,-1622,12,-6,50,34634,177585,-6780,92,11,-123,-2342,96597,-8561,157,-7,-113,3548,57841,-9366,175,-18,-157,2865,32902,-4659,136,4,-199,3634,8744,-12,83,-3,-193,-220,-30317,-232,66,-15,-136,-3268,-44755,-1854,23,-4,-107,-6512,-42865,1219,18,-12,-70,-6731,-35146,-342,-3,0,-25,-4610,-29914,1975,-5,2,1,-2500,-16512,1341,-3,2,1,-500,-3512,-232,3,0,6,439,-281,-854,-1,3,-3,878,37,-146,5,-5,-8,951,1683,-585,-4,-1,3,451,159,414,3,-3,-7,-634,-1256,-329,-2,-1,-7,-61,-793,329,-3,2,0,-61,-488,244,-1,-1,-2,-402,-1232,-110,9,-1,-5,-25,-1073,-549,-6,3,1,341,610,683,2,-2,0,73,268,-232,3,-3,-1,-219,219,-85,-2,6,6,-110,-256,195,rotate_left
-481,30,811,-59573,-483902,34268,-339,-12,662,10701,-110823,19817,-346,71,395,1321,-19512,13638,-229,46,280,2622,1601,2363,-139,21,214,2414,20488,-244,19,-3,39,17170,142658,-8085,75,20,-127,-537,96341,-6500,182,-32,-140,4866,57695,-8439,177,-30,-163,4597,38488,-3414,140,-16,-188,3000,9329,-1683,76,1,-207,-1841,-23756,98,60,-17,-155,-3707,-49426,-1219,21,-7,-105,-5159,-45231,610,14,-10,-70,-9719,-45597,1500,2,-5,-19,-5158,-30219,2244,4,-4,7,-4036,-23158,1609,2,4,17,-524,-2902,85,2,-3,9,-500,-634,-585,-6,2,8,3512,5988,-1134,1,-3,-11,-268,853,-1341,2,-4,-6,1329,2048,-878,-1,-2,-1,622,231,195,4,-5,-4,219,-98,305,-2,-1,-1,-25,341,1317,-1,1,6,402,-73,1146,-6,6,4,-597,-561,585,0,-3,-1,-110,195,-488,0,3,0,-487,341,232,1,2,-5,-731,-171,-85,0,0,-8,-414,-61,-61,rotate_left
-641,32,853,-33292,-442682,51951,-395,-8,757,41769,-76372,21891,-298,21,398,3334,-9207,7704,-202,9,304,2851,19024,2333,-91,-7,222,2354,37000,-768,56,0,-15,8866,134121,-7170,116,15,-172,-11585,73280,-6329,153,-5,-142,2195,42110,-3670,153,-2,-197,1659,16195,-2634,86,7,-211,1342,-16768,354,69,-7,-161,-85,-34414,-3341,37,-10,-134,-4670,-40012,-2061,20,-4,-101,-4121,-36670,-500,3,-3,-49,-3646,-31195,1158,1,0,-14,-3585,-20353,305,-1,0,11,-1780,-11317,-171,-2,1,7,-2183,-3756,-988,-2,-3,-3,-1341,610,-1049,2,-4,-2,-73,659,-829,-1,2,0,158,0,85,-1,1,-12,36,402,280,6,-5,-7,2585,1426,439,3,0,3,1658,-512,487,-2,0,-4,-183,-683,195,4,-4,-5,24,219,-73,2,-3,5,-37,-354,158,-6,1,-2,-878,-439,487,4,-2,-6,-244,61,110,0,2,1,731,-232,500,-4,4,2,109,-25,378,rotate_left
-412,177,656,-172317,-580792,13719,-387,-6,611,-2561,-200275,34390,-271,25,475,20508,-22297,8699,-169,2,353,2988,12607,-900,-79,-1,218,3110,53768,-293,29,-23,9,41549,176658,585,137,4,-145,8914,125975,-13866,145,-13,-227,-7329,41720,-7854,136,-12,-267,-220,8768,-3512,86,-14,-223,-2110,-41329,-1902,47,-22,-145,-8097,-59317,-2805,18,-11,-103,-8512,-46048,98,16,-9,-55,-4902,-28524,2951,-2,2,-11,-1976,-19366,4207,-7,4,6,-1402,-12793,1805,6,-4,10,1195,-890,-902,-5,3,7,146,-281,49,4,-3,-7,-439,719,-951,4,-5,-3,-232,463,-256,-4,5,-1,366,439,475,6,2,-9,-537,-366,0,4,-2,-2,292,317,-24,0,-1,3,12,-902,354,0,5,-2,-305,-207,354,0,-1,-1,-366,-402,134,-7,2,6,268,-353,293,2,0,-3,0,61,-451,-3,2,0,634,683,36,-5,3,4,208,0,-147,4,-2,1,195,256,-524,rotate_left
-558,115,808,-107621,-560792,49573,-423,53,757,38781,-78262,21586,-312,56,388,6138,4207,5447,-148,17,291,2424,19192,503,-80,10,219,5903,43244,2268,61,-10,4,25268,155195,-6951,135,-1,-179,-11341,72146,-6390,170,-15,-145,1720,33561,-3012,120,-3,-181,2854,12439,-1451,80,0,-189,-427,-20731,-3207,54,-3,-157,-134,-26756,-4341,39,-14,-126,-4110,-35987,-1964,16,-11,-96,-6219,-35878,585,-2,-4,-51,-5610,-29000,1731,-2,1,-31,-6548,-23817,1463,-6,2,-10,-3829,-16134,1402,0,-2,1,329,-4158,-1061,3,2,9,1122,-24,-756,1,2,0,573,903,-549,3,-7,-3,976,1000,-646,2,-5,2,488,-354,122,-3,4,0,-829,-805,915,-3,-2,-3,-549,73,-12,0,-4,-1,97,73,-73,-2,6,1,-122,158,256,4,0,-2,-488,-37,-402,-1,0,2,573,-146,-49,3,1,4,-12,-500,183,0,0,-3,-183,24,61,3,-1,3,415,-97,-97,rotate_left
