@relation train_data_smooth_oneColumn

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute AccX21 numeric
@attribute AccY21 numeric
@attribute AccZ21 numeric
@attribute GyrX21 numeric
@attribute GyrY21 numeric
@attribute GyrZ21 numeric
@attribute AccX22 numeric
@attribute AccY22 numeric
@attribute AccZ22 numeric
@attribute GyrX22 numeric
@attribute GyrY22 numeric
@attribute GyrZ22 numeric
@attribute AccX23 numeric
@attribute AccY23 numeric
@attribute AccZ23 numeric
@attribute GyrX23 numeric
@attribute GyrY23 numeric
@attribute GyrZ23 numeric
@attribute AccX24 numeric
@attribute AccY24 numeric
@attribute AccZ24 numeric
@attribute GyrX24 numeric
@attribute GyrY24 numeric
@attribute GyrZ24 numeric
@attribute AccX25 numeric
@attribute AccY25 numeric
@attribute AccZ25 numeric
@attribute GyrX25 numeric
@attribute GyrY25 numeric
@attribute GyrZ25 numeric
@attribute AccX26 numeric
@attribute AccY26 numeric
@attribute AccZ26 numeric
@attribute GyrX26 numeric
@attribute GyrY26 numeric
@attribute GyrZ26 numeric
@attribute AccX27 numeric
@attribute AccY27 numeric
@attribute AccZ27 numeric
@attribute GyrX27 numeric
@attribute GyrY27 numeric
@attribute GyrZ27 numeric
@attribute AccX28 numeric
@attribute AccY28 numeric
@attribute AccZ28 numeric
@attribute GyrX28 numeric
@attribute GyrY28 numeric
@attribute GyrZ28 numeric
@attribute AccX29 numeric
@attribute AccY29 numeric
@attribute AccZ29 numeric
@attribute GyrX29 numeric
@attribute GyrY29 numeric
@attribute GyrZ29 numeric
@attribute AccX30 numeric
@attribute AccY30 numeric
@attribute AccZ30 numeric
@attribute GyrX30 numeric
@attribute GyrY30 numeric
@attribute GyrZ30 numeric
@attribute Label {down,up,left,right,rotate_left,rotate_right}

@data
-471,-646,-108,-28841,853,-151158,-78,-531,-65,-5092,9116,-96067,-170,-292,-60,-996,11341,-55589,-62,-301,28,-336,-9634,-44878,12,-250,-2,-1317,-1756,-26683,148,-124,33,6146,-3085,23305,-14,-6,37,5097,-2683,53670,37,-45,18,1439,-4036,57988,-30,42,-45,1415,6500,66804,-87,81,-15,2914,-1780,60195,-139,141,-28,1439,-768,40414,-39,162,-21,-622,-4427,14171,-32,219,21,1427,-7780,-707,-12,229,28,963,-244,-16341,25,192,19,207,4158,-29987,62,132,14,-2463,3268,-33085,86,60,9,-3256,3146,-31231,98,5,1,-2902,4573,-25219,100,-32,-10,-3219,1061,-15500,51,-21,-7,-2695,-476,-3793,21,-21,-1,122,-378,-598,-5,-4,0,390,109,1841,-3,-5,-8,110,122,1244,-13,4,0,646,85,1073,-2,-3,0,171,-598,-37,1,0,-1,317,37,-134,3,1,-2,-171,-61,427,2,3,-2,-378,-195,390,5,-4,2,49,-146,329,-8,6,2,512,451,1000,down
-878,79,23,-9695,21829,-69329,-380,-306,-10,-16738,7988,-84055,-134,-430,-35,-10549,17500,-83374,-113,-343,-84,-6540,19223,-63475,56,-327,-53,-4134,2390,-49914,247,-299,-54,-3427,-9658,1281,153,-141,-21,6609,-7598,44500,20,27,1,6902,-18573,78000,-2,64,45,7414,-20073,83695,-146,153,37,5817,-8012,84036,-157,162,37,8975,1598,44158,-69,184,19,1927,-1866,16780,-15,214,19,2305,3939,-4171,21,231,34,-1000,37,-15488,35,199,20,-366,4866,-25341,64,142,21,-3268,1122,-28792,66,97,14,-1561,5744,-27683,83,27,8,-2841,4219,-24865,84,-15,0,-1427,4865,-18841,65,-18,-1,-2000,1048,-9390,29,-14,-5,-817,2743,-3110,1,-6,-10,-1012,1048,49,1,-5,-9,-610,-37,24,-5,0,-12,73,-73,610,-3,-3,-5,768,122,-244,3,-1,4,280,-1073,-305,7,-2,8,390,-781,-439,0,3,3,-36,-171,622,-3,2,2,-195,-415,512,2,1,3,-548,-817,305,down
-741,303,87,1951,8902,-22743,-479,-54,17,-5153,9177,-52256,-238,-299,-14,-11931,4024,-68658,-87,-329,-99,-7607,9482,-54085,20,-267,3,-3061,-22000,-32780,228,-294,52,10414,-6524,-25097,310,-217,38,2671,-2951,10598,173,-42,45,8939,1719,53500,35,49,68,6073,-37,68268,-105,98,-25,5049,24183,65085,-165,110,-88,-8146,3622,60646,-203,166,-65,3317,-1305,38256,-124,211,-52,1512,-5976,11317,-36,226,14,-183,-17293,-7939,39,197,43,561,-6524,-23414,57,153,45,-268,-573,-27170,76,95,35,-3244,805,-27731,91,27,27,-3073,2317,-24219,67,3,8,73,9927,-17634,45,-17,-15,-2658,4658,-9707,27,-17,-17,-2281,2195,-4463,6,-9,-10,-439,622,-683,-2,-4,-6,-110,268,36,11,-9,-9,36,12,-536,-1,1,5,573,-244,902,0,-4,-4,-146,-292,695,5,-5,1,-232,-743,537,0,1,5,85,-841,963,-11,7,7,122,73,1378,-3,1,-4,-854,122,122,down
-735,-323,-13,-14268,10243,-108292,-217,-450,-35,-12134,2165,-96372,-110,-405,-41,-4106,10914,-75934,-16,-350,-40,-2195,4451,-58719,117,-300,0,-171,-6012,-32878,242,-192,22,8000,-4439,17415,76,-54,29,8670,-451,55939,14,16,3,2500,-5488,72743,-68,108,17,4293,-6171,78658,-191,164,-23,2464,4561,62158,-165,172,-38,-2146,146,29976,-62,193,-23,-914,-4195,3500,-11,211,19,3159,-4610,-13414,38,168,22,-1500,-2390,-23670,49,135,32,-37,1244,-25695,58,83,28,-1939,1939,-23914,72,35,10,-2768,3878,-20621,71,5,9,-2610,3525,-13902,45,-4,-3,-427,5268,-7878,24,-9,-5,-1902,317,-3487,13,-7,-12,-915,720,-1804,5,-3,-2,524,-305,-622,-6,2,-9,-110,159,61,2,-2,-2,-85,-85,-451,1,4,-3,207,49,195,2,-1,4,414,-585,-134,-3,3,-3,-244,378,220,2,-1,6,134,-500,-134,-4,1,1,24,-256,390,-2,-2,0,-73,-220,-414,down
-843,-12,-13,-4390,35914,-73902,-391,-289,-29,-14604,15336,-85091,-143,-425,-73,-15427,3130,-78861,-48,-319,-53,1799,5214,-59040,71,-291,7,1780,-3671,-35695,291,-266,-11,707,-5305,1500,170,-122,0,5853,-5110,45817,47,35,25,9219,-4037,72402,-29,54,14,-195,-5244,77646,-153,137,-35,-183,707,67865,-193,156,-9,2549,-5853,42378,-93,177,-2,1902,-6902,13720,-30,195,23,1366,-5329,-8231,13,188,33,-3122,-3756,-20109,47,155,39,-61,3866,-26182,53,116,32,-1939,3829,-24938,59,68,20,-1170,7378,-23792,69,15,4,-1036,8476,-17646,56,4,-7,1586,6671,-11000,43,-13,-12,-1524,-524,-7037,25,-15,-6,-134,281,-4500,27,-20,-8,-854,-1573,-1647,5,-3,-9,-305,-1085,719,2,-1,4,353,-1695,927,-4,1,-2,12,-256,1268,-6,5,-3,-122,-97,695,-4,5,2,232,-24,195,-9,6,-5,37,476,208,-1,1,-4,378,-24,-902,4,-2,4,330,-707,-854,down
-841,104,29,-6219,22134,-57865,-460,-207,-56,-15823,15671,-72804,-125,-378,-50,-12703,9045,-74755,-16,-323,-59,-5869,11616,-53186,59,-248,-56,-2500,4122,-27500,240,-236,-22,2317,-6122,1134,214,-121,22,7122,-9548,35841,48,36,21,7573,-8756,64743,-55,86,20,4427,-9609,68329,-133,95,23,3244,-4902,55097,-154,112,-12,1561,-85,37341,-106,137,-20,1951,1232,14988,-46,161,-12,1585,1549,-1646,4,164,20,3122,-3036,-12244,30,158,36,1219,-2463,-18414,50,113,30,-1110,1354,-20963,52,77,19,-1939,2524,-18719,79,17,17,-1244,3683,-18219,53,16,-5,-3500,6536,-11134,20,12,-7,-2061,3927,-6183,21,-4,-5,-2366,-732,-4488,15,-3,-10,-1158,1000,-2622,-7,17,-11,-622,-1159,269,17,-10,7,1512,-1976,-2353,18,-7,-4,354,427,-1487,-4,6,-4,646,1768,-146,6,-6,-1,-281,-914,-170,-7,3,-2,24,208,317,-12,11,1,-707,-1036,305,3,-4,-2,-463,49,-1110,down
-860,111,62,-16402,-7926,-55731,-544,-189,-26,-14542,6464,-77164,-210,-465,-64,-11991,14756,-91361,84,-429,-37,-10289,-3537,-65747,98,-268,-23,1257,2707,-26207,275,-264,17,7000,-3793,8146,235,-148,26,7756,-5476,46926,80,66,30,7122,-10415,81585,-152,172,8,9829,488,85865,-191,146,-5,707,-5829,59390,-202,183,-43,256,2232,31244,-124,240,-12,2122,-1926,5659,-27,246,23,3134,-2061,-15085,45,197,37,927,525,-30280,72,138,50,-1146,-110,-33304,105,56,28,-5878,232,-29743,112,-17,14,-4097,4048,-23097,76,-30,0,-3463,3036,-12012,38,-24,-7,-3061,2109,-3098,19,-18,-17,-805,3207,-183,-8,0,-2,2549,2987,1207,-2,-2,-4,183,427,1134,-4,0,-5,500,927,524,4,-3,4,341,-1403,219,1,1,4,-500,-476,670,0,2,-6,-1158,-513,439,-3,-1,-4,-341,-317,439,-2,1,-2,-146,-683,207,-2,-1,-5,207,146,-147,5,-2,1,573,-549,-147,down
-861,94,26,-10182,15304,-73963,-444,-236,3,-12103,11707,-82561,-174,-419,-69,-8638,31524,-80853,-32,-353,-92,-17454,6234,-59527,59,-298,-48,-2927,1439,-39073,277,-287,-35,2451,-10524,-208,178,-154,3,10146,-10976,49036,55,27,25,5683,-23793,77682,-66,85,54,15987,-8061,82365,-168,172,33,5183,-3744,71670,-213,198,5,-464,3512,43719,-98,234,-11,-4622,2878,6061,-20,239,14,183,2719,-15549,40,216,25,-1732,-561,-25073,81,142,25,366,2780,-29219,94,77,39,695,3817,-28280,90,13,7,-1683,4085,-22927,64,-15,2,-1268,2659,-14390,47,-17,-1,-793,4329,-10305,21,-17,-11,-3110,476,-4183,13,-13,-13,-793,951,-1329,5,-3,5,1048,-268,597,3,-4,0,268,-98,902,0,-3,-3,341,-390,720,3,-2,6,402,-914,781,-6,3,2,-293,-183,1195,-4,2,-4,-415,-97,427,-4,3,3,97,159,-24,-4,2,-3,-110,268,25,3,0,-5,171,609,-475,down
-604,-645,-2,-32743,9878,-166707,-239,-551,-101,-17774,13506,-109360,-169,-392,-32,-1382,6077,-69370,1,-359,1,-76,320,-46830,104,-292,-20,-463,2476,-19866,122,-133,8,9207,-2658,43999,40,-12,40,11512,-4317,71646,12,19,-7,2671,-2025,75792,-103,117,-23,3634,-2305,74048,-206,174,-3,4317,-5085,53939,-108,211,-32,1561,-976,18585,-49,234,-7,-232,-4512,-6097,24,229,32,415,-8512,-21475,56,189,26,-2110,-780,-30219,74,133,26,-3866,878,-32256,102,50,21,-4414,1792,-30243,103,-4,4,-4622,3488,-22304,70,-20,-12,-2878,6719,-12719,41,-19,-4,-1439,3232,-5158,16,-12,-5,-48,1842,-866,1,-4,-1,-24,-414,1049,-4,4,0,305,-195,951,-8,4,2,378,500,585,1,2,-7,-219,536,-268,8,-4,-1,-317,-464,12,-3,6,-4,-378,85,841,0,-1,-3,-134,-244,-73,-3,4,-5,-146,-659,-73,-7,3,-2,-12,-1037,-475,5,1,-4,25,73,-1024,down
-411,-686,-154,-26463,18780,-165304,-234,-452,-30,2256,10244,-85945,-31,-401,-4,-1341,1423,-61686,73,-332,-28,-1479,5488,-35808,58,-237,1,817,-1037,-4975,83,-78,25,7146,-3281,46878,51,-18,-4,781,-4293,58756,-56,62,-24,2427,-3085,67060,-140,125,1,4049,-8817,59804,-131,129,-13,1464,-6609,35231,-92,181,8,-3561,-14512,14353,-59,216,40,-536,-5402,-9976,14,201,52,-415,2525,-24000,52,154,48,-1829,5829,-30756,72,106,31,-1012,10878,-32768,97,30,18,3085,16439,-29634,100,-19,-4,73,8170,-14805,61,-27,-10,-561,1366,-5951,28,-23,-8,-183,61,12,-9,-3,-7,-1219,-2268,3524,-13,3,-8,-1536,-2146,2195,-8,0,-9,-1158,-2305,658,-2,-1,-3,-634,-1414,-85,-3,7,-10,-732,-1146,24,6,-1,-2,183,-841,-488,-3,-1,-2,232,0,0,1,0,-1,-61,-280,-25,-4,0,1,207,-488,183,-3,0,9,256,-609,0,-2,2,2,-232,-122,-293,down
-862,62,-183,-15243,4085,-73170,-348,-249,19,2226,-9238,-76890,-146,-331,7,3842,12683,-72987,-54,-346,-44,-5549,9253,-57576,31,-283,-19,-2683,1049,-36329,314,-275,24,3914,-2024,-2488,132,-128,0,2975,4634,41622,14,-7,-19,719,-4268,68329,-39,86,14,5915,-6732,75195,-113,130,-13,4183,-671,65475,-229,160,-18,1317,1329,44487,-70,163,-32,-2805,-3731,11146,-1,181,-2,671,-3658,-7573,25,178,0,-208,-2244,-18500,43,145,9,61,-1158,-23365,67,88,16,-915,-1561,-24317,61,56,9,-317,2476,-19219,73,7,-1,-2854,390,-15622,48,4,2,-1110,1598,-8610,26,3,4,-1000,732,-4329,15,2,-6,-1280,1293,-2841,13,-6,-6,-622,635,-2476,-3,10,-1,-293,-109,-976,8,-4,-5,-341,-536,-2146,12,-6,-1,-12,-707,-1232,2,4,5,293,-573,512,1,-1,5,-256,-439,293,-5,-2,6,-500,134,463,-4,5,8,-171,573,207,4,-3,9,-1097,268,-158,down
14,-819,121,-31463,9329,-188475,176,-580,35,-11159,11158,-108872,238,-418,16,-5976,-3212,-41301,85,-253,30,3262,350,9314,29,-195,19,4158,-464,28890,-54,19,-21,10999,-3195,72549,-169,149,-10,8804,-9512,79158,-280,246,12,8926,-2646,55963,-186,239,2,549,-4390,11720,-117,256,7,-2195,-1122,-20207,30,188,26,-3658,-2122,-33756,104,120,33,-2561,4231,-36048,156,27,12,-4158,4365,-31999,122,-10,2,-3024,4243,-17987,91,-38,2,-1902,1073,-7634,21,-19,-4,-670,2817,-85,-8,-9,-12,-1634,354,1464,-15,2,-13,-1170,-280,1537,0,-1,1,220,-890,-207,-3,6,-3,-12,-97,97,3,2,0,-305,73,-403,4,-1,5,195,-244,-378,-3,0,2,85,-220,256,-3,-1,-4,-110,195,268,1,-3,3,292,-73,61,-3,1,-1,73,220,439,4,-2,-10,-86,232,-12,4,2,6,634,-24,-36,-1,3,0,183,330,61,3,1,-3,244,37,-232,down
-312,-720,-136,-32560,37500,-153536,-134,-460,-65,-10671,22256,-92988,-38,-383,-26,-12418,-4045,-60244,82,-353,-4,-7561,-4512,-39985,75,-278,-28,24,3793,-5366,88,-97,18,13292,-5231,48817,9,-18,1,9805,-9365,67780,-49,66,1,13853,-1256,69622,-151,168,-15,10756,-1121,64488,-164,215,13,4342,-7914,33829,-104,226,9,-3097,-7244,4025,-40,232,25,-2061,-1073,-14109,9,200,21,-5914,-1000,-24743,58,143,27,-4085,5097,-31890,95,70,18,-4805,4524,-30780,87,26,-2,-3683,6366,-23158,90,-18,4,-3232,1829,-16976,62,-26,-5,-256,5195,-8842,26,-19,-7,-670,-512,-525,-12,5,-7,0,159,2560,-9,-1,2,-36,-1549,646,-8,0,-2,-207,-207,683,-2,1,-4,-561,-98,158,2,2,-6,-98,256,-305,4,1,4,256,-403,-256,-2,1,-3,-232,353,195,1,-1,-5,-548,158,0,-3,0,0,98,-62,207,4,-1,-5,-158,97,195,2,-1,2,427,-208,634,down
-833,141,44,-7500,21463,-53109,-413,-141,51,-15152,2988,-66250,-193,-320,-51,-10162,17642,-75447,-7,-385,-63,-12027,1174,-65061,94,-311,-43,-5000,7781,-44109,252,-313,-43,-4317,-5427,-6354,206,-208,-27,8976,-2171,35829,110,-66,-2,7854,-11085,71085,-48,89,17,14451,-2903,87805,-172,145,14,9049,-14293,82780,-190,192,14,11524,-2183,52866,-151,241,2,1134,-5841,20403,-96,292,41,537,-1207,-11744,-9,259,34,-3988,1841,-31804,60,194,31,-3951,6146,-40499,111,101,19,-5817,3975,-39853,124,28,2,-4280,7170,-32390,104,-26,-8,-2439,1878,-15122,63,-34,0,-1414,366,-4695,18,-20,-4,-744,634,1353,-9,-1,-5,-488,-488,3158,-17,6,0,-73,-25,1829,-2,2,-3,-159,-134,25,2,2,-10,49,171,-134,1,-2,-2,390,-244,-256,-4,2,4,427,-244,305,0,-6,-4,-354,110,-195,0,-2,-1,-86,12,-146,1,-5,7,12,-329,-207,2,0,-1,-280,317,-134,down
-944,148,58,3353,41951,-37195,-504,-60,-14,-21159,10061,-65518,-193,-338,17,-17744,-5284,-75691,43,-399,-71,-13552,15808,-69878,11,-293,-43,-7768,1756,-37049,346,-377,-15,-5719,-15817,-20305,251,-239,6,13036,-3024,33585,127,-64,-20,14207,927,68817,-113,117,35,14914,-16244,93890,-126,156,29,13329,-5817,73292,-282,281,-3,7110,1244,56658,-166,238,0,122,-2866,13244,-91,254,4,-1451,-158,-10988,38,203,21,-1342,2988,-31829,102,138,21,-3305,1915,-34012,124,56,31,-720,2269,-28536,113,10,14,-4463,1134,-20353,73,-2,14,-2171,2585,-11927,33,-16,7,-2305,1524,-6158,6,-11,-4,-2219,2768,-2244,3,-7,-19,-1207,4305,-512,0,2,-8,268,817,-36,5,0,-6,183,-183,-426,10,-4,1,-463,-1207,-121,3,-3,-3,-25,-597,464,-6,2,-4,24,-792,549,-2,-1,-2,-171,-158,61,-1,-3,0,61,-317,159,-4,6,-5,158,415,366,4,-5,4,317,-256,-378,down
-886,180,42,-13292,25365,-54939,-496,-138,21,-18445,610,-77774,-231,-371,2,-11362,7805,-84898,-55,-405,-60,-14009,6113,-70930,14,-335,-18,-6195,2719,-43049,286,-358,-40,-2842,1695,-15451,207,-230,-20,9609,1890,37731,85,-30,5,13085,-6805,77195,-38,80,27,14268,-5963,90877,-106,159,-6,10426,-7537,81560,-208,212,11,9646,-12146,63829,-119,250,6,2415,-6841,25390,-45,258,-7,-1927,-988,-3207,-5,284,32,-317,-2097,-20329,53,207,41,-1914,3634,-33951,72,142,30,-5402,3976,-34585,115,47,6,-4926,6232,-33829,108,4,-4,-4622,3427,-24109,88,-29,-10,-2158,3598,-14219,36,-21,-15,-2024,1220,-4781,22,-18,-10,1378,1622,-3025,-2,-4,-1,293,-1671,1317,-12,6,10,366,-134,1244,1,-2,1,-927,-549,439,0,1,-3,-866,-110,561,0,-1,-3,-622,-293,488,-4,1,-1,-220,-37,159,0,-2,-1,-110,-256,-183,-5,2,-2,97,427,49,1,-1,0,402,378,-402,down
-1104,255,5,29085,9085,72073,-404,-28,-89,1799,-39360,2317,-91,-124,56,9736,-14167,-48252,472,-157,17,2058,9223,-58643,166,-27,-14,-3134,3915,-13915,327,-62,55,-1378,-4744,-15695,325,-61,69,-634,9610,-1171,141,-66,-27,-11658,-195,39036,-465,48,-10,-3476,5634,74853,-391,71,-27,-500,-4012,43512,-294,56,-102,-7902,1439,16792,-212,113,-35,-281,7500,2171,-84,187,-5,3646,9220,-9792,108,128,-15,-183,-8585,-29609,245,1,34,2975,-732,-30195,202,-7,47,3792,573,-16280,53,2,2,110,-3000,-1719,2,-5,-4,2097,183,-293,-13,-9,7,2073,-4353,1378,-13,-3,0,451,598,86,-4,3,-3,-500,378,768,3,-2,-5,-25,1464,-195,3,-2,0,353,-341,-85,-2,0,1,-110,-390,451,-5,-1,2,61,-171,305,0,-5,-3,573,1390,-951,4,-3,-4,-158,-61,-183,0,0,1,-195,98,-171,3,-5,-6,-329,183,37,6,-2,-2,0,598,183,down
-777,26,-173,14085,8780,23963,-399,-103,-68,9177,-11982,-3964,-120,-162,-34,14390,7154,-32093,115,-185,95,10320,-19268,-51235,219,-177,82,2366,-15732,-41951,320,-149,81,-5927,5659,-23024,259,-81,94,-4415,4890,5598,136,-56,42,-13414,-2793,31024,-100,-13,-85,-13939,21475,60670,-303,85,-76,-3561,19573,69512,-240,76,-66,-1829,-4463,46244,-239,145,-73,-2195,-1293,22171,-194,200,-37,1037,-2719,3646,-47,193,12,5573,-4902,-17805,85,115,-12,1061,-4536,-30865,93,91,33,6585,-2610,-31829,153,-1,6,4012,1073,-27524,137,-29,21,4781,110,-16634,58,-15,5,1037,-2171,-1707,-6,-3,9,61,536,3415,-14,-6,-11,-926,-452,3403,-15,-2,1,159,-586,732,-2,1,3,317,219,379,-1,1,0,-574,817,-500,6,-7,0,244,354,-329,-2,-3,2,-854,-305,402,0,-2,7,-963,720,695,-2,-4,-3,-1256,781,695,-1,-4,-7,-402,49,207,3,0,1,-73,-499,109,down
-815,3,-198,-8780,18109,-13658,-459,-63,-113,-4451,12134,-19786,-99,-170,-21,5569,-4126,-25934,81,-194,61,7851,-2653,-44314,210,-203,-1,7171,-17086,-42829,276,-145,86,9427,-4281,-18170,197,-93,89,902,-13073,10768,79,-49,41,-5378,4439,19573,5,-32,-29,-14183,4573,41951,-207,25,-31,-13536,29232,68365,-255,95,-49,-7024,3134,59268,-166,121,-58,-1159,6195,23512,-128,146,-45,2658,-1000,9585,-120,184,-28,8500,-3171,-3073,-17,178,25,7317,-11073,-25463,148,51,-8,232,-2110,-39439,161,4,9,3646,1830,-26646,103,16,20,634,-2853,-12768,40,5,8,-134,720,-2732,7,1,4,-1158,-902,-158,-7,1,7,-1109,-73,1036,-11,-2,5,-1707,768,512,6,-11,-11,-1939,2073,-390,7,3,-8,-573,-12,-317,5,1,-6,378,-244,317,-8,3,-3,890,-512,147,-3,-4,-5,646,-634,-573,-4,1,3,1256,-110,-829,2,-3,5,439,25,-353,-1,0,7,-110,-256,61,down
-900,-3,-146,-9268,-6036,21097,-502,-106,-73,-1098,-2012,-7653,-195,-182,-57,7114,5569,-42073,47,-208,98,12332,-19192,-55350,212,-266,58,2927,-8354,-51036,376,-214,50,-4086,11561,-35390,311,-141,75,-1317,-1524,8244,169,-94,60,-5378,-1854,45220,-77,4,-52,-9610,20500,76390,-326,169,-54,-5086,10878,88682,-367,204,-15,1439,-8549,60573,-249,201,-60,-4049,2988,9792,-120,208,-36,-1024,1671,-17305,51,151,-38,-1524,-4073,-37707,129,93,-4,3561,-829,-40451,184,8,-4,6000,-1475,-30707,144,-20,18,6951,-622,-14427,62,-10,13,2805,-2024,-1817,-23,8,11,1012,-1024,6475,-22,1,3,-768,-854,2292,-15,-1,-4,-2524,-439,1207,-8,-2,-7,-1402,1012,-939,8,-1,-6,-768,-976,-1268,13,-5,-2,683,280,-1036,5,-1,-3,-586,-817,415,-1,0,0,1256,536,-122,2,-3,-1,36,-1000,12,-3,0,-1,353,195,-12,0,5,-1,-61,-427,-219,2,-1,-3,171,158,61,down
-932,13,-175,2256,8048,35426,-530,-97,-71,-1738,7744,-9452,-293,-185,-29,3455,-11646,-50650,200,-315,99,13476,-16921,-73262,390,-220,103,3280,-14036,-36110,315,-122,110,12,7549,-7036,303,-125,80,-927,-4548,17817,160,-50,21,-3768,14268,52719,-270,162,-66,-13280,12951,91512,-520,176,-111,-9804,14232,64500,-242,116,-94,-6743,-12073,21963,-189,189,-55,-1658,-6890,2085,-32,196,15,2476,-10939,-21268,92,125,29,5451,488,-36036,151,64,49,8085,963,-33634,127,21,46,6366,5634,-24548,104,-11,28,3146,10085,-16646,45,-20,2,-1354,4390,-512,11,-17,-20,-3097,744,3390,-23,-6,-24,-1500,561,4756,-16,-1,-12,232,-1512,2109,-10,2,-9,463,-939,73,3,0,-3,1280,768,-1561,8,-7,-3,207,-268,-549,0,1,1,109,-1439,280,6,-2,1,-488,-1134,134,1,1,1,-464,-292,585,4,-5,-3,-1049,-1280,1110,-6,4,-4,-110,525,293,-5,-1,0,-524,-378,378,down
867,-111,-142,1219,-4939,-5975,498,-108,-36,9481,-2561,7043,171,-69,-49,5670,-244,17744,-6,-34,-46,4680,-3460,17591,-68,-15,-32,2561,-10439,14146,-298,33,15,293,-4109,10902,-331,70,14,-2683,-988,1475,-188,69,39,-3012,232,-10524,-20,44,46,-3951,866,-15658,49,43,50,-1353,12012,-15049,120,22,28,-402,5256,-9793,130,1,5,-1182,2902,-4646,92,1,-6,-560,-439,-451,24,11,-6,171,2537,2073,16,1,-15,-1341,-1012,1341,-1,-4,-16,-378,-12,256,10,-4,0,232,-1122,12,-11,-1,2,366,756,842,-6,0,1,-122,-427,159,-2,-2,1,-256,-1793,-622,0,-1,4,232,171,-512,-11,5,-1,-280,488,97,-1,-1,-2,-329,98,-647,6,-1,-5,49,329,-781,-14,0,0,317,1853,451,-31,-4,-2,-610,-1768,804,-70,-7,3,561,853,1963,-103,-3,-7,-756,3304,1865,-74,-6,-11,-1110,-110,-2793,-15,-15,2,-732,-1634,-7122,down
